companyID,MainCandleTime,MainCandleClose,MinCandleTime,MinCLose,MaxLoss,Name
1,"2017-02-01 14:30:00",1470.60,"2017-02-01 15:00:00",1468.25,2.35,ACC
2,"2018-02-02 13:00:00",424.95,"2018-02-02 15:15:00",417.05,7.90,ADANIPORTS
2,"2016-02-17 11:30:00",206.45,"2016-02-17 13:00:00",205.00,1.45,ADANIPORTS
2,"2016-02-17 12:00:00",205.90,"2016-02-17 13:00:00",205.00,0.90,ADANIPORTS
2,"2016-02-17 11:30:00",206.45,"2016-02-17 13:15:00",205.00,1.45,ADANIPORTS
2,"2016-02-17 12:00:00",205.90,"2016-02-17 13:15:00",205.00,0.90,ADANIPORTS
2,"2016-01-14 12:45:00",231.75,"2016-01-14 14:30:00",225.75,6.00,ADANIPORTS
2,"2016-01-19 14:15:00",231.25,"2016-01-19 14:30:00",230.00,1.25,ADANIPORTS
2,"2015-08-25 14:15:00",345.90,"2015-08-25 15:00:00",344.00,1.90,ADANIPORTS
3,"2017-07-10 13:45:00",254.25,"2017-07-10 15:00:00",254.00,0.25,AMBUJACEM
3,"2016-06-24 13:30:00",244.25,"2016-06-24 13:45:00",245.20,-0.95,AMBUJACEM
4,"2017-12-18 10:30:00",114.65,"2017-12-18 14:00:00",114.00,0.65,ASHOKLEY
4,"2016-02-12 15:00:00",83.40,"2016-02-12 15:15:00",83.25,0.15,ASHOKLEY
4,"2016-02-17 12:00:00",87.95,"2016-02-17 12:30:00",87.50,0.45,ASHOKLEY
4,"2015-08-25 15:00:00",86.20,"2015-08-25 15:15:00",87.15,-0.95,ASHOKLEY
4,"2015-09-29 13:00:00",90.95,"2015-09-29 13:15:00",90.75,0.20,ASHOKLEY
4,"2015-02-18 15:00:00",69.50,"2015-02-18 15:15:00",68.95,0.55,ASHOKLEY
4,"2015-02-28 14:30:00",68.50,"2015-02-28 14:45:00",68.65,-0.15,ASHOKLEY
4,"2014-11-12 13:45:00",53.80,"2014-11-12 15:00:00",53.25,0.55,ASHOKLEY
4,"2014-11-13 09:45:00",55.60,"2014-11-13 14:15:00",53.75,1.85,ASHOKLEY
6,"2017-09-29 13:45:00",701.20,"2017-09-29 15:00:00",690.85,10.35,AUROPHARMA
6,"2017-11-02 09:45:00",792.65,"2017-11-02 12:15:00",783.65,9.00,AUROPHARMA
6,"2017-06-01 09:45:00",600.95,"2017-06-01 14:45:00",583.00,17.95,AUROPHARMA
6,"2017-06-01 11:00:00",594.50,"2017-06-01 15:15:00",578.70,15.80,AUROPHARMA
6,"2017-02-06 12:45:00",703.45,"2017-02-06 13:45:00",701.10,2.35,AUROPHARMA
6,"2017-02-06 13:30:00",703.05,"2017-02-06 13:45:00",701.10,1.95,AUROPHARMA
6,"2016-06-24 14:00:00",690.05,"2016-06-24 14:15:00",692.05,-2.00,AUROPHARMA
6,"2016-02-10 13:45:00",684.05,"2016-02-10 15:15:00",692.05,-8.00,AUROPHARMA
6,"2016-02-11 12:00:00",685.40,"2016-02-11 15:15:00",641.00,44.40,AUROPHARMA
6,"2015-08-19 11:00:00",807.00,"2015-08-19 11:30:00",806.05,0.95,AUROPHARMA
6,"2015-08-25 12:45:00",734.55,"2015-08-25 15:00:00",731.00,3.55,AUROPHARMA
6,"2015-08-25 14:15:00",733.00,"2015-08-25 15:00:00",731.00,2.00,AUROPHARMA
6,"2015-07-31 12:00:00",752.50,"2015-07-31 12:15:00",751.30,1.20,AUROPHARMA
6,"2015-02-11 14:00:00",556.00,"2015-02-11 14:15:00",549.08,6.92,AUROPHARMA
6,"2015-02-26 14:45:00",511.53,"2015-02-26 15:00:00",513.73,-2.20,AUROPHARMA
7,"2015-02-28 12:30:00",585.00,"2015-02-28 13:15:00",590.60,-5.60,AXISBANK
7,"2016-11-09 11:00:00",479.40,"2016-11-09 12:15:00",478.35,1.05,AXISBANK
7,"2016-11-09 11:30:00",480.80,"2016-11-09 12:15:00",478.35,2.45,AXISBANK
9,"2016-11-09 13:45:00",3019.80,"2016-11-09 14:15:00",2997.50,22.30,BAJAJFINSV
9,"2016-11-16 11:30:00",2950.05,"2016-11-16 15:15:00",2920.10,29.95,BAJAJFINSV
9,"2016-10-14 11:15:00",3215.30,"2016-10-14 15:15:00",3174.00,41.30,BAJAJFINSV
9,"2016-06-24 14:00:00",2061.00,"2016-06-24 14:30:00",2057.00,4.00,BAJAJFINSV
9,"2016-06-24 14:15:00",2066.00,"2016-06-24 14:30:00",2057.00,9.00,BAJAJFINSV
9,"2016-04-13 10:15:00",1831.00,"2016-04-13 15:00:00",1820.00,11.00,BAJAJFINSV
9,"2016-04-13 10:15:00",1831.00,"2016-04-13 15:15:00",1820.00,11.00,BAJAJFINSV
9,"2016-04-18 10:30:00",1890.00,"2016-04-18 14:30:00",1863.10,26.90,BAJAJFINSV
9,"2016-05-02 11:00:00",1888.70,"2016-05-02 11:30:00",1882.05,6.65,BAJAJFINSV
9,"2016-03-01 14:45:00",1680.00,"2016-03-01 15:15:00",1685.35,-5.35,BAJAJFINSV
9,"2015-09-01 10:00:00",1838.00,"2015-09-01 14:45:00",1771.70,66.30,BAJAJFINSV
9,"2015-06-29 11:45:00",1505.00,"2015-06-29 12:30:00",1501.70,3.30,BAJAJFINSV
9,"2015-07-06 10:00:00",1747.95,"2015-07-06 11:30:00",1708.50,39.45,BAJAJFINSV
9,"2015-07-06 10:45:00",1735.00,"2015-07-06 11:30:00",1708.50,26.50,BAJAJFINSV
9,"2015-08-07 10:00:00",2021.00,"2015-08-07 13:30:00",2008.85,12.15,BAJAJFINSV
9,"2015-02-02 13:45:00",1508.95,"2015-02-02 14:15:00",1499.00,9.95,BAJAJFINSV
9,"2014-10-20 11:15:00",1043.00,"2014-10-20 15:15:00",1017.00,26.00,BAJAJFINSV
9,"2014-12-17 11:15:00",1299.95,"2014-12-17 15:15:00",1285.00,14.95,BAJAJFINSV
10,"2017-01-30 13:45:00",1043.00,"2017-01-30 14:15:00",1034.35,8.65,BAJFINANCE
10,"2016-11-09 13:00:00",911.00,"2016-11-09 13:15:00",916.50,-5.50,BAJFINANCE
10,"2016-11-25 14:45:00",872.85,"2016-11-25 15:15:00",873.80,-0.95,BAJFINANCE
10,"2016-08-01 11:30:00",1126.61,"2016-08-01 12:30:00",1096.80,29.81,BAJFINANCE
10,"2016-03-01 13:30:00",621.71,"2016-03-01 14:15:00",619.48,2.23,BAJFINANCE
10,"2015-10-20 14:45:00",531.61,"2015-10-20 15:00:00",528.43,3.18,BAJFINANCE
10,"2015-05-08 10:15:00",425.69,"2015-05-08 13:30:00",420.49,5.20,BAJFINANCE
10,"2015-01-14 10:15:00",357.50,"2015-01-14 11:15:00",356.90,0.60,BAJFINANCE
10,"2015-01-28 10:15:00",441.00,"2015-01-28 15:15:00",428.00,13.00,BAJFINANCE
10,"2015-02-02 11:45:00",414.50,"2015-02-02 12:00:00",413.21,1.29,BAJFINANCE
11,"2017-01-04 14:45:00",314.30,"2017-01-04 15:00:00",312.80,1.50,BHARTIARTL
11,"2016-11-09 10:45:00",301.35,"2016-11-09 12:15:00",297.20,4.15,BHARTIARTL
11,"2015-04-28 14:00:00",395.40,"2015-04-28 14:15:00",395.95,-0.55,BHARTIARTL
12,"2016-11-09 09:45:00",91.27,"2016-11-09 10:30:00",88.70,2.57,BHEL
12,"2016-11-09 13:45:00",92.27,"2016-11-09 15:15:00",92.23,0.04,BHEL
12,"2016-11-09 14:15:00",92.53,"2016-11-09 15:15:00",92.23,0.30,BHEL
12,"2016-07-13 11:15:00",95.67,"2016-07-13 15:15:00",93.93,1.74,BHEL
12,"2016-02-15 11:45:00",71.20,"2016-02-15 12:00:00",71.50,-0.30,BHEL
12,"2016-02-17 11:30:00",69.67,"2016-02-17 13:15:00",69.20,0.47,BHEL
12,"2015-11-06 15:00:00",127.53,"2015-11-06 15:15:00",128.00,-0.47,BHEL
12,"2016-01-18 14:15:00",96.93,"2016-01-18 15:15:00",94.30,2.63,BHEL
13,"2017-11-17 11:30:00",400.60,"2017-11-17 15:15:00",392.10,8.50,BIOCON
13,"2017-08-11 13:00:00",344.65,"2017-08-11 14:30:00",338.00,6.65,BIOCON
13,"2017-04-25 09:45:00",386.58,"2017-04-25 11:30:00",382.17,4.41,BIOCON
13,"2017-05-29 12:45:00",317.98,"2017-05-29 15:15:00",314.97,3.01,BIOCON
13,"2016-07-22 14:45:00",265.67,"2016-07-22 15:00:00",268.55,-2.88,BIOCON
13,"2016-04-05 11:15:00",174.23,"2016-04-05 11:30:00",174.48,-0.25,BIOCON
13,"2015-09-08 14:15:00",145.45,"2015-09-08 15:15:00",144.02,1.43,BIOCON
14,"2016-11-09 09:45:00",21016.00,"2016-11-09 12:15:00",20632.05,383.95,BOSCHLTD
14,"2016-11-09 10:00:00",20915.10,"2016-11-09 12:15:00",20632.05,283.05,BOSCHLTD
14,"2016-02-29 13:45:00",16994.10,"2016-02-29 15:00:00",16712.00,282.10,BOSCHLTD
14,"2015-02-10 11:00:00",23165.00,"2015-02-10 14:00:00",22549.00,616.00,BOSCHLTD
14,"2014-12-04 12:30:00",20923.50,"2014-12-04 15:15:00",20445.00,478.50,BOSCHLTD
14,"2014-11-20 14:45:00",18860.00,"2014-11-20 15:15:00",18860.55,-0.55,BOSCHLTD
15,"2016-11-09 09:45:00",434.20,"2016-11-09 10:15:00",429.07,5.13,BPCL
15,"2016-11-09 11:30:00",433.60,"2016-11-09 12:30:00",431.50,2.10,BPCL
15,"2016-02-29 13:00:00",255.30,"2016-02-29 14:30:00",251.33,3.97,BPCL
15,"2016-03-08 11:45:00",276.70,"2016-03-08 15:00:00",273.23,3.47,BPCL
15,"2016-03-08 12:00:00",276.73,"2016-03-08 15:00:00",273.23,3.50,BPCL
15,"2015-08-25 14:15:00",283.37,"2015-08-25 14:30:00",281.67,1.70,BPCL
15,"2015-02-16 09:30:00",250.43,"2015-02-16 14:30:00",243.07,7.36,BPCL
16,"2017-08-07 11:45:00",4129.55,"2017-08-07 15:15:00",4105.00,24.55,BRITANNIA
16,"2016-02-29 13:00:00",2775.00,"2016-02-29 15:15:00",2750.00,25.00,BRITANNIA
16,"2016-02-29 13:45:00",2814.95,"2016-02-29 15:15:00",2750.00,64.95,BRITANNIA
16,"2015-08-25 14:15:00",2983.30,"2015-08-25 14:30:00",2936.60,46.70,BRITANNIA
16,"2015-05-07 10:45:00",2279.95,"2015-05-07 14:45:00",2217.90,62.05,BRITANNIA
16,"2014-11-26 11:00:00",1627.60,"2014-11-26 12:00:00",1622.00,5.60,BRITANNIA
17,"2017-05-29 12:45:00",503.75,"2017-05-29 13:00:00",503.40,0.35,CIPLA
17,"2016-11-09 14:15:00",528.65,"2016-11-09 15:15:00",524.60,4.05,CIPLA
17,"2016-02-11 12:45:00",543.05,"2016-02-11 14:45:00",538.70,4.35,CIPLA
17,"2015-08-25 12:45:00",646.20,"2015-08-25 14:30:00",641.20,5.00,CIPLA
17,"2014-12-23 14:45:00",631.85,"2014-12-23 15:15:00",629.25,2.60,CIPLA
18,"2017-08-17 10:00:00",245.60,"2017-08-17 10:15:00",244.80,0.80,COALINDIA
19,"2015-06-17 11:00:00",268.45,"2015-06-17 14:45:00",265.30,3.15,DABUR
20,"2017-09-28 11:00:00",2386.00,"2017-09-28 14:45:00",2357.70,28.30,DRREDDY
20,"2017-11-21 13:00:00",2392.60,"2017-11-21 14:45:00",2388.00,4.60,DRREDDY
20,"2016-11-09 09:45:00",3115.65,"2016-11-09 10:30:00",3018.25,97.40,DRREDDY
20,"2015-08-25 12:45:00",4099.85,"2015-08-25 13:30:00",4072.15,27.70,DRREDDY
20,"2015-08-25 14:15:00",4096.05,"2015-08-25 14:30:00",4075.05,21.00,DRREDDY
21,"2016-11-16 11:15:00",21033.35,"2016-11-16 11:30:00",21030.00,3.35,EICHERMOT
21,"2015-04-27 13:45:00",14732.30,"2015-04-27 14:00:00",14730.00,2.30,EICHERMOT
21,"2015-05-11 11:15:00",16540.00,"2015-05-11 11:45:00",16420.00,120.00,EICHERMOT
22,"2017-08-11 12:30:00",370.85,"2017-08-11 14:45:00",366.40,4.45,GAIL
22,"2016-12-01 09:30:00",329.32,"2016-12-01 12:15:00",328.42,0.90,GAIL
22,"2016-11-09 14:15:00",332.26,"2016-11-09 14:30:00",332.63,-0.37,GAIL
22,"2016-03-08 10:45:00",262.78,"2016-03-08 12:30:00",260.34,2.44,GAIL
22,"2015-12-16 09:45:00",268.87,"2015-12-16 14:45:00",260.64,8.23,GAIL
22,"2015-08-26 11:00:00",215.71,"2015-08-26 15:15:00",210.64,5.07,GAIL
22,"2015-08-26 12:15:00",215.15,"2015-08-26 15:15:00",210.64,4.51,GAIL
23,"2017-07-27 12:45:00",1062.05,"2017-07-27 14:00:00",1053.95,8.10,GODREJCP
23,"2017-08-11 11:30:00",916.55,"2017-08-11 15:15:00",898.10,18.45,GODREJCP
23,"2016-05-11 11:00:00",704.00,"2016-05-11 15:15:00",695.00,9.00,GODREJCP
23,"2016-03-11 10:30:00",647.35,"2016-03-11 11:30:00",644.50,2.85,GODREJCP
23,"2015-06-26 11:30:00",593.35,"2015-06-26 12:15:00",585.00,8.35,GODREJCP
23,"2015-07-31 10:15:00",689.13,"2015-07-31 12:45:00",668.15,20.98,GODREJCP
23,"2015-08-04 10:15:00",700.53,"2015-08-04 14:45:00",664.85,35.68,GODREJCP
23,"2015-08-05 10:15:00",693.50,"2015-08-05 13:00:00",695.50,-2.00,GODREJCP
23,"2015-04-08 14:15:00",589.75,"2015-04-08 15:15:00",586.73,3.02,GODREJCP
23,"2015-04-10 10:15:00",605.98,"2015-04-10 12:45:00",579.23,26.75,GODREJCP
23,"2015-05-15 14:45:00",576.45,"2015-05-15 15:15:00",581.50,-5.05,GODREJCP
23,"2015-02-10 11:15:00",565.05,"2015-02-10 14:15:00",523.03,42.02,GODREJCP
24,"2018-01-24 11:15:00",1035.50,"2018-01-24 12:30:00",1012.90,22.60,HCLTECH
24,"2016-11-09 11:30:00",793.20,"2016-11-09 14:45:00",781.75,11.45,HCLTECH
24,"2016-01-19 11:15:00",835.10,"2016-01-19 14:00:00",833.60,1.50,HCLTECH
24,"2014-12-16 11:15:00",767.35,"2014-12-16 11:45:00",766.85,0.50,HCLTECH
25,"2016-02-29 13:30:00",1072.00,"2016-02-29 15:00:00",1058.05,13.95,HDFC
26,"2016-02-29 13:30:00",975.35,"2016-02-29 13:45:00",969.55,5.80,HDFCBANK
28,"2016-11-09 09:45:00",160.80,"2016-11-09 10:30:00",155.70,5.10,HINDALCO
28,"2016-11-09 11:30:00",157.05,"2016-11-09 12:00:00",156.70,0.35,HINDALCO
28,"2016-11-09 13:00:00",160.40,"2016-11-09 13:15:00",160.50,-0.10,HINDALCO
28,"2016-06-24 14:00:00",117.40,"2016-06-24 14:15:00",116.35,1.05,HINDALCO
28,"2016-02-04 12:15:00",70.15,"2016-02-04 14:30:00",67.50,2.65,HINDALCO
28,"2016-02-17 11:30:00",64.35,"2016-02-17 13:00:00",63.40,0.95,HINDALCO
28,"2016-02-17 11:45:00",64.15,"2016-02-17 13:00:00",63.40,0.75,HINDALCO
28,"2016-02-17 12:00:00",64.15,"2016-02-17 13:00:00",63.40,0.75,HINDALCO
28,"2016-02-17 12:45:00",63.80,"2016-02-17 13:00:00",63.40,0.40,HINDALCO
28,"2016-03-03 10:30:00",77.70,"2016-03-03 11:30:00",77.30,0.40,HINDALCO
28,"2015-11-10 14:15:00",80.30,"2015-11-10 15:15:00",79.10,1.20,HINDALCO
28,"2015-08-25 13:00:00",81.15,"2015-08-25 14:45:00",80.30,0.85,HINDALCO
29,"2017-11-07 13:30:00",440.05,"2017-11-07 14:00:00",443.35,-3.30,HINDPETRO
29,"2016-11-15 14:00:00",287.87,"2016-11-15 14:15:00",287.70,0.17,HINDPETRO
29,"2016-01-19 14:00:00",185.37,"2016-01-19 14:45:00",182.75,2.62,HINDPETRO
29,"2016-02-17 11:30:00",156.08,"2016-02-17 13:30:00",153.43,2.65,HINDPETRO
29,"2016-02-29 14:15:00",152.35,"2016-02-29 15:15:00",151.78,0.57,HINDPETRO
29,"2016-03-30 11:30:00",177.13,"2016-03-30 15:00:00",174.57,2.56,HINDPETRO
29,"2015-08-25 14:15:00",181.20,"2015-08-25 14:30:00",181.05,0.15,HINDPETRO
29,"2015-04-30 11:00:00",140.72,"2015-04-30 15:00:00",138.52,2.20,HINDPETRO
29,"2015-01-29 10:45:00",139.50,"2015-01-29 11:15:00",138.55,0.95,HINDPETRO
29,"2014-11-07 12:45:00",128.38,"2014-11-07 15:00:00",126.69,1.69,HINDPETRO
31,"2017-10-03 09:30:00",307.90,"2017-10-03 13:15:00",305.75,2.15,HINDZINC
31,"2017-05-26 11:15:00",241.50,"2017-05-26 12:45:00",239.70,1.80,HINDZINC
31,"2016-11-09 10:30:00",243.45,"2016-11-09 11:00:00",244.00,-0.55,HINDZINC
31,"2016-11-09 11:30:00",246.95,"2016-11-09 12:15:00",245.45,1.50,HINDZINC
31,"2016-11-09 11:45:00",246.65,"2016-11-09 12:15:00",245.45,1.20,HINDZINC
31,"2016-08-05 10:15:00",217.75,"2016-08-05 14:00:00",217.40,0.35,HINDZINC
31,"2016-01-27 15:00:00",158.35,"2016-01-27 15:15:00",162.90,-4.55,HINDZINC
31,"2015-10-07 13:45:00",146.80,"2015-10-07 15:00:00",146.75,0.05,HINDZINC
31,"2015-02-09 11:00:00",171.45,"2015-02-09 11:15:00",171.40,0.05,HINDZINC
31,"2015-02-10 10:45:00",175.80,"2015-02-10 11:00:00",175.75,0.05,HINDZINC
32,"2018-02-02 11:45:00",1343.95,"2018-02-02 15:15:00",1316.40,27.55,IBULHSGFIN
32,"2017-05-26 14:45:00",1084.35,"2017-05-26 15:15:00",1086.55,-2.20,IBULHSGFIN
32,"2016-12-30 10:15:00",658.25,"2016-12-30 15:15:00",649.00,9.25,IBULHSGFIN
32,"2017-01-02 11:30:00",671.80,"2017-01-02 12:30:00",669.95,1.85,IBULHSGFIN
32,"2016-11-09 13:00:00",693.10,"2016-11-09 13:15:00",698.00,-4.90,IBULHSGFIN
32,"2016-11-09 15:00:00",724.25,"2016-11-09 15:15:00",724.70,-0.45,IBULHSGFIN
32,"2016-11-11 12:45:00",704.00,"2016-11-11 14:15:00",689.35,14.65,IBULHSGFIN
32,"2015-11-19 09:30:00",625.85,"2015-11-19 12:30:00",606.25,19.60,IBULHSGFIN
32,"2015-11-23 14:30:00",678.75,"2015-11-23 15:00:00",677.65,1.10,IBULHSGFIN
32,"2015-08-26 11:00:00",748.90,"2015-08-26 12:30:00",735.80,13.10,IBULHSGFIN
32,"2015-06-29 14:15:00",604.00,"2015-06-29 14:30:00",604.80,-0.80,IBULHSGFIN
32,"2015-07-24 11:45:00",729.30,"2015-07-24 15:15:00",725.55,3.75,IBULHSGFIN
32,"2015-01-15 12:45:00",524.50,"2015-01-15 13:00:00",523.50,1.00,IBULHSGFIN
32,"2015-01-27 11:15:00",606.40,"2015-01-27 11:45:00",605.00,1.40,IBULHSGFIN
32,"2014-11-03 14:15:00",440.80,"2014-11-03 15:15:00",449.00,-8.20,IBULHSGFIN
33,"2017-10-25 14:15:00",309.65,"2017-10-25 15:15:00",305.35,4.30,ICICIBANK
33,"2016-11-09 09:45:00",248.82,"2016-11-09 11:00:00",242.05,6.77,ICICIBANK
33,"2016-11-09 10:45:00",242.14,"2016-11-09 11:00:00",242.05,0.09,ICICIBANK
33,"2016-11-09 13:45:00",253.86,"2016-11-09 14:45:00",255.77,-1.91,ICICIBANK
33,"2016-11-09 14:15:00",256.45,"2016-11-09 14:45:00",255.77,0.68,ICICIBANK
33,"2015-08-25 12:45:00",254.36,"2015-08-25 13:00:00",254.55,-0.19,ICICIBANK
33,"2015-07-31 13:30:00",278.27,"2015-07-31 15:15:00",273.45,4.82,ICICIBANK
33,"2015-04-28 09:30:00",285.95,"2015-04-28 12:15:00",287.14,-1.19,ICICIBANK
34,"2018-02-01 14:15:00",424.40,"2018-02-01 15:00:00",424.50,-0.10,ICICIPRULI
34,"2017-10-03 10:00:00",407.45,"2017-10-03 10:30:00",405.45,2.00,ICICIPRULI
34,"2016-09-30 11:15:00",308.20,"2016-09-30 11:30:00",306.85,1.35,ICICIPRULI
35,"2017-10-23 12:30:00",98.30,"2017-10-23 13:45:00",97.90,0.40,IDEA
35,"2017-11-01 12:00:00",98.40,"2017-11-01 13:45:00",98.60,-0.20,IDEA
35,"2017-05-08 14:45:00",87.95,"2017-05-08 15:15:00",87.50,0.45,IDEA
35,"2017-05-08 15:00:00",87.80,"2017-05-08 15:15:00",87.50,0.30,IDEA
35,"2017-01-31 13:15:00",115.90,"2017-01-31 14:45:00",109.35,6.55,IDEA
35,"2016-11-09 10:30:00",70.25,"2016-11-09 10:45:00",70.30,-0.05,IDEA
35,"2016-04-18 11:15:00",121.60,"2016-04-18 13:45:00",119.80,1.80,IDEA
35,"2016-01-14 12:30:00",121.00,"2016-01-14 15:15:00",119.00,2.00,IDEA
35,"2015-08-25 14:30:00",151.50,"2015-08-25 15:00:00",151.05,0.45,IDEA
35,"2015-03-12 10:45:00",167.90,"2015-03-12 11:15:00",167.25,0.65,IDEA
36,"2016-11-09 09:45:00",1192.25,"2016-11-09 10:30:00",1162.00,30.25,INDUSINDBK
36,"2016-02-29 13:30:00",831.20,"2016-02-29 14:45:00",821.25,9.95,INDUSINDBK
36,"2015-03-02 14:45:00",943.75,"2015-03-02 15:15:00",942.00,1.75,INDUSINDBK
37,"2017-07-03 11:45:00",390.75,"2017-07-03 12:15:00",389.95,0.80,INFRATEL
37,"2017-07-03 11:45:00",390.75,"2017-07-03 12:30:00",389.95,0.80,INFRATEL
37,"2017-07-03 11:45:00",390.75,"2017-07-03 12:45:00",389.95,0.80,INFRATEL
37,"2017-07-03 11:45:00",390.75,"2017-07-03 13:00:00",389.95,0.80,INFRATEL
37,"2017-03-29 11:45:00",330.85,"2017-03-29 12:00:00",331.50,-0.65,INFRATEL
37,"2016-11-09 10:15:00",356.15,"2016-11-09 12:00:00",354.80,1.35,INFRATEL
37,"2016-07-27 11:30:00",377.15,"2016-07-27 14:00:00",375.80,1.35,INFRATEL
37,"2016-01-27 14:30:00",388.00,"2016-01-27 15:15:00",379.80,8.20,INFRATEL
37,"2016-02-29 13:45:00",369.45,"2016-02-29 15:15:00",354.80,14.65,INFRATEL
37,"2016-03-01 12:45:00",375.30,"2016-03-01 14:45:00",372.20,3.10,INFRATEL
37,"2015-08-31 10:15:00",423.65,"2015-08-31 14:30:00",392.00,31.65,INFRATEL
37,"2015-09-22 12:00:00",415.90,"2015-09-22 14:15:00",407.90,8.00,INFRATEL
37,"2015-10-01 11:15:00",379.45,"2015-10-01 11:45:00",379.80,-0.35,INFRATEL
37,"2015-10-01 14:30:00",390.80,"2015-10-01 14:45:00",392.60,-1.80,INFRATEL
37,"2015-10-05 09:30:00",411.75,"2015-10-05 10:30:00",410.05,1.70,INFRATEL
37,"2015-10-05 10:15:00",411.00,"2015-10-05 15:00:00",409.95,1.05,INFRATEL
37,"2015-10-19 11:15:00",408.50,"2015-10-19 12:00:00",409.30,-0.80,INFRATEL
37,"2015-10-19 11:15:00",408.50,"2015-10-19 12:45:00",409.30,-0.80,INFRATEL
37,"2015-06-10 09:45:00",461.80,"2015-06-10 13:30:00",438.75,23.05,INFRATEL
